Наименование;Цена;Наличие
Ноутбуки;;
Toshiba Satellite U400-17T C2D-T6400 2,0 ГГц / 13.3'' WXGA / 3072Mb / 320Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VHP (PSU44E-02T00KRU);30270 руб.;есть
Toshiba Satellite U400-18E P-M-T3400 2,16 ГГц / 13.3'' WXGA / 3072Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VHP (PSU44E-03800KRU);26980 руб.;предзаказ
Toshiba Satellite U400-204 C2D-T6400 2,0 ГГц / 13.3'' WXGA / 4096Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (PSU45E-01T00KRU);32240 руб.;предзаказ
Toshiba Satellite U400-13I C2D-T5670 1,8 ГГц / 13.3'' WXGA / 3072Mb / 250Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VB (PSU41E-01F00CRU);28220 руб.;предзаказ
Toshiba Satellite U400-205 C2D-P7450 2,13 ГГц / 13.3'' WXGA / 3072Mb / 320Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (PSU45E-01U00KRU);30180 руб.;остатки
Toshiba Satellite U400-20U C2D-T6400 2,0 ГГц / 13.3'' WXGA / 4096Mb / 320Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VHP (PSU44E-05F033RU);35670 руб.;есть
Toshiba Satellite U400-218 P-M-T4200 2,0 ГГц / 13.3'' WXGA / 3072Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VHP (PSU44E-05700KRU);26130 руб.;есть
Toshiba Satellite A350-217 C2D-T6400 2,0 ГГц / 16.0'' WXGA / 4096Mb / 320Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VHP (PSAL6E-06C00GRU);31420 руб.;есть
Toshiba Satellite A350-10Z C2D-T5800 2,0 ГГц / 16.0'' WXGA / 4096Mb / 320Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VHP (PSAL6E-00N009G3);129020 руб.;остатки
Toshiba Satellite A350-20J C2D-P8600 2,4 ГГц / 16.0'' WXGA / 4096Mb / 320Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP (PSAL6E-04800GRU);36500 руб.;есть
Toshiba Satellite A350-22J C2D-P8600 2,4 ГГц / 16.0'' WXGA / 4096Mb / 400Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP (PSAL6E-06X02ERU);38800 руб.;есть
Toshiba Satellite U300-111 C2D(SR)- 1,8 ГГц / 13.3'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHP (PSU30E-01M01DRU);54760 руб.;предзаказ
Toshiba Satellite L300-23C Cel-900 2,2 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHB (PSLB8E-0QE058RU);18890 руб.;есть
Toshiba Satellite L300-129 P-M-T2390 1,86 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHP (PSLB0E-02D012RU);25060 руб.;предзаказ
Toshiba Satellite L300-1A3 P-M-T3200 2,0 ГГц / 15.4'' WXGA / 3072Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHP (PSLB8E-01200TRU);20630 руб.;остатки
Toshiba Satellite L300-1F4 P-M-T4200 2,0 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHP (PSLB8E-06100TRU);24820 руб.;остатки
Toshiba Satellite L300-22L P-M-T3400 2,16 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHP (PSLB8E-06W00TRU);26900 руб.;остатки
Toshiba Satellite L300-21R Cel Duo-T1600 1,66 ГГц / 15.4'' WXGA / 4096Mb / 250Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / DOS (PSLBGE-01D00GRU);19850 руб.;есть
Toshiba Satellite A210-19D TurX2-TL62 2,1 ГГц / 15.4'' WXGA / 2048Mb / 200Gb / Radeon X1200-v128Mb / DVD-RWx2 / WiFi / VHP (PSAFGE-05W010RU);26270 руб.;есть
Toshiba Satellite A210-15K TurX2-TL58 1,9 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Radeon X1200-v128Mb / DVD-RWx2 / WiFi / VHP (PSAFGE-01F010RU);36500 руб.;предзаказ
Toshiba Portege A600-134 Silver C2D-SU9300 1,2 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v128Mb / noCDROM / WiFi / VB (PPA60E-02000WRU);41640 руб.;есть
Toshiba Portege A600-122 White C2D-SU9300 1,2 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VB (PPA61E-008008EN);129860 руб.;остатки
Toshiba Portege A600-138 Pink C2D-SU9300 1,2 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v128Mb / noCDROM / WiFi / VB (PPA60E-02200WRU);43170 руб.;есть
Toshiba Portege A600-13B White C2D-SU9300 1,2 ГГц / 12.1'' WXGA / 3072Mb / 128Gb / Intel GMA X4500MHD-v128Mb / noCDROM / WiFi / VB (PPA60E-02400WRU);78110 руб.;есть
Toshiba Portege A600-136 Black C2D-SU9300 1,2 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v128Mb / noCDROM / WiFi / VB (PPA60E-02100WRU);52560 руб.;предзаказ
Toshiba Portege A600-13A White C2D-SU9300 1,2 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v128Mb / noCDROM / WiFi / VB (PPA60E-02300WRU);56500 руб.;есть
Toshiba Portege A600-15G Silver C2D-SU9400 1,4 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VB (PPA60E-04700WRU);56310 руб.;есть
Toshiba Portege A600-156 Silver C2D-SU9400 1,4 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VB (PPA60E-04F00WRU);56840 руб.;есть
Toshiba Portege A600-157 Black C2D-SU9400 1,4 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VB (PPA60E-04G00WRU);56600 руб.;есть
Toshiba Portege A600-158 Pink C2D-SU9400 1,4 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VB (PPA60E-04D00WRU);55480 руб.;есть
Toshiba Portege A600-159 White C2D-SU9400 1,4 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VB (PPA60E-04E00WRU);56840 руб.;есть
Toshiba Qosmio G50-12X C2D-T9550 2,66 ГГц / 18.4'' Full HD / 4096Mb / 820Gb / GeForce 9600M GT-v512Mb / DVD-RWx2 / WiFi / VU (PQG55E-05001JRU);88930 руб.;есть
Toshiba Qosmio G50-11W C2D-P9400 2,53 ГГц / 18.4'' WUXGA / 4096Mb / 820Gb / GeForce 9650M GS-v512Mb / DVD-RWx2 / WiFi / VU (PQG55E-03D01JRU);106160 руб.;остатки
Toshiba Qosmio G50-12L C2D-T9550 2,66 ГГц / 18.4'' Full HD / 4096Mb / 720Gb / GeForce 9600M GT-v512Mb / DVD-RWx2 / WiFi / VU (PQG55E-04D01JRU);78720 руб.;есть
Toshiba Qosmio G50-11U C2D-T9400 2,53 ГГц / 18.4'' WXGA+ / 4096Mb / 640Gb / GeForce 9600M GT-v512Mb / DVD-RWx2 / WiFi / VU (PQG55E-03501JRU);81440 руб.;остатки
Toshiba Satellite A500-13D C2D-P7350 2,0 ГГц / 16.0'' WXGA / 2048Mb / 320Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHP (PSAM3E-01C00HRU);39770 руб.;предзаказ
Toshiba Satellite Pro S300-10F C2D-2,26 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VB;109380 руб.;остатки
Toshiba Satellite Pro A300-1PG C2D-T5870 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VB (PSAGDE-01000YRU);32300 руб.;остатки
Toshiba Satellite Pro A300-1GS C2D-T5670 1,8 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VB (PSAG5E-00E00QRU);48180 руб.;остатки
Toshiba Portege M800-111 C2D-P8400 2,26 ГГц / 13.3'' WXGA / 3072Mb / 320Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (PPM81E-04000PRU);58390 руб.;предзаказ
Toshiba Portege M800-11K C2D-P8600 2,4 ГГц / 13.3'' WXGA / 4096Mb / 400Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (PPM81E-08100PRU);115510 руб.;предзаказ
Toshiba Portege M800-114 C2D-P8400 2,26 ГГц / 13.3'' WXGA / 4096Mb / 320Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB (PPM81E-04D00PRU);44380 руб.;есть
Toshiba Tecra A10-12N C2D-P8400 2,26 ГГц / 15.4'' WXGA / 4096Mb / 250Gb / Intel GMA X4500MHD-v128Mb / noCDROM / WiFi / VB (PTSB0E-00J008RU);37720 руб.;предзаказ
Toshiba Tecra A10-11K C2D-T5670 1,8 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VB (PTSB0E-009008RU);61340 руб.;предзаказ
Toshiba Satellite A300D-156 TurX2-RM-70 2,0 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP (PSAKCE-00P00MRU);40840 руб.;предзаказ
Toshiba Satellite A300D-226 A64X2-QL-64 2,1 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VHP (PSAHCE-02301HRU );28960 руб.;есть
Toshiba Satellite A300D-16W A64X2-QL-62 2,0 ГГц / 15.4'' WXGA / 4096Mb / 250Gb / Radeon 3200-v128Mb / DVD-RWx2 / WiFi / VHP (PSAK8E-00F00CRU);32240 руб.;предзаказ
Toshiba Satellite A300D-17G TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA / 4096Mb / 640Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP (PSAKCE-01J00MRU);36390 руб.;остатки
Toshiba Satellite A300D-21D TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP (PSAHCE-01G01HRU);32410 руб.;есть
Toshiba Satellite A300D-158 TurX2-ZM-80 2,1 ГГц / 15.4'' WXGA / 4096Mb / 640Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP (PSAKCE-00Q00MRU);36010 руб.;остатки
Toshiba Satellite A300D-20A TurX2-RM-70 2,0 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VHP (PSAHCE-013016RU);26260 руб.;есть
Toshiba Satellite A300D-207 TurX2-RM-74 2,2 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VHP (PSAHCE-00U016RU);29390 руб.;предзаказ
Toshiba Satellite A300D-205 TurX2-RM-74 2,2 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP (PSAHCE-00S016RU);34510 руб.;предзаказ
Toshiba NB200-10Z Intel® Atom-1,66 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 950-v224Mb / noCDROM / WiFi / WinXP-H;19020 руб.;есть
Toshiba Satellite U400D-201 TurX2-RM-70 2,0 ГГц / 13.3'' WXGA / 3072Mb / 250Gb / Radeon 3200-v128Mb / DVD-RWx2 / WiFi / VHP (PSU48E-00S00JRU);27920 руб.;остатки
Toshiba Satellite U400D-204 TurX2-RM-72 2,1 ГГц / 13.3'' WXGA / 3072Mb / 250Gb / Radeon 3200-v128Mb / DVD-RWx2 / WiFi / VHP (PSU48E-00V011RU);28400 руб.;есть
Аксессуары;;
Мышь Беспроводная Lenovo ThinkPad Bluetooth Laser Mouse 41U5008;2350 руб.;есть
Мышь беспроводная Logitech Cordless Click;1444 руб.;есть
Мышь Проводная S26381-K452-L100;640 руб.;есть
Мышь Проводная S26381-K410-L100 MC100;960 руб.;остатки
Мышь Беспроводная HP Bluetooth PC Card Type-II RJ316AA для HP Compaq 6510b, nc2400, nc4400, nc6400, nw8440, nx6310, nx6325, nx7400, tc1100, tc4200;3140 руб.;предзаказ
Мышь Logitech V470 Cordless Laser Bluetooth Mouse White;1780 руб.;есть
Мышь Logitech VX Revolution Cordless Laser Mouse;2350 руб.;есть
Мышь Logitech MX Revolution Cordless Laser Mouse;3640 руб.;остатки
Мышь Logitech V470 Cordless Laser Bluetooth Blue;1920 руб.;есть
Мышь Logitech V450 black Nano Cordless for Notebooks;1940 руб.;есть
Мышь Logitech V550 Nano Cordless Laser Grey;1700 руб.;остатки
Мышь Logitech V450 Nano Silver cordless Laser for NB USB;1850 руб.;есть
Мышь Logitech VX Nano Cordless Laser Mouse;2860 руб.;остатки
Мышь Logitech MX620 Cordless Laser Mouse;2060 руб.;есть
Мышь Logitech V220 Cordless Notebook Mouse Silver;1350 руб.;остатки
Мышь Logitech LX6 Cordless Optical Mouse;1500 руб.;остатки
Мышь Logitech NX80 Cordless Laser Mouse for Notebooks;1550 руб.;остатки
Мышь Logitech V220 Cordless Notebook Mouse Black;1350 руб.;остатки
Мышь Logitech MX Air Rechargeable Cordless Air Mouse;3820 руб.;остатки
Мышь Logitech Cordless Click! Plus Rechargeable Optical Mouse;1640 руб.;остатки
Мышь Logitech LX8 Cordless Laser Mouse;1690 руб.;остатки
Мышь Logitech MX1100 Cordless Laser Mouse;2810 руб.;остатки
Мышь Logitech Cordless Optical TrackMan;2110 руб.;есть
Мышь Logitech Cordless 2.4 GHz Presenter;3200 руб.;остатки
Мышь Logitech V550 Nano Blue Grey;1690 руб.;остатки
Мышь Logitech NX60 Cordless Optical Mouse для ноутбуков;1080 руб.;остатки
Мышь Logitech V250 Cordless Mouse and Number Pad;990 руб.;остатки
Мышь Logitech RX650 Cordless Optical Mouse;810 руб.;остатки
Мышь Logitech V450 Red Nano Cordless for Notebooks;1670 руб.;предзаказ
Мышь Проводная Sony PCG-AUMS3B для всех серий;1640 руб.;есть
Мышь Проводная Sony PCG-UMS2P/P для всех серий;1780 руб.;предзаказ
Мышь Проводная Sony VGP-UMS30/B для всех серий;1400 руб.;есть
Мышь Проводная Sony VGP-UMS30/S для всех серий;1400 руб.;есть
Мышь Проводная Sony VGP-UMS2P/S для всех серий;2480 руб.;остатки
Мышь Проводная Sony VGP-UMS2P/LI для всех серий;3250 руб.;предзаказ
Мышь Проводная HP USB Optical Travel RH304AA для Compaq 500, 2210b, 6510b, 6520s, nc2400, nc4400, nc6400, nw8440, nx6310, nx6325, nx7400, tc11;790 руб.;есть
Мышь Проводная HP USB-P/S2 DC369A;1060 руб.;есть
Мышь Genius Genius Mini Traveler;490 руб.;есть
Мышь Беспроводная Notebook Optical Mini Mouse;1370 руб.;предзаказ
Мышь Logitech V100 Optical Mouse for Notebooks;790 руб.;есть
Мышь Мышь Logitech M500;1406 руб.;есть
Мышь Logitech Value Optical Mouse Retail;590 руб.;есть
Мышь Logitech LS1 Laser Mouse Grape Jaffa;910 руб.;есть
Мышь Logitech M-UV96 Pilot Optical USB OEM;310 руб.;предзаказ
Мышь Logitech MX400 Performance Laser Mouse;1450 руб.;есть
Мышь Logitech G9 Laser Mouse;2850 руб.;есть
Мышь Logitech Pilot Optical Mouse Black;500 руб.;остатки
Мышь Logitech Pilot Optical Mouse Grey;500 руб.;остатки
Мышь Logitech RX1000 Laser Mouse;960 руб.;есть
Мышь Logitech LS1 Laser Mouse Acid Yellow;910 руб.;есть
Мышь Logitech NX50 Notebook Laser Mouse;850 руб.;есть
Мышь Logitech RX300 Optical Mouse White;440 руб.;есть
Мышь Logitech RX300 Optical Mouse Black;690 руб.;есть
Мышь Logitech RX1500 Corded Laser Mouse;1170 руб.;есть
Мышь Logitech V150 Laser Mouse for Notebooks;960 руб.;есть
Мышь Logitech MX518 Optical Gaming Mouse;1880 руб.;остатки
Мышь Logitech LS1 Laser Mouse Grape Flash Acid;910 руб.;остатки
Мышь Logitech LS1 Laser Mouse Coconut;910 руб.;остатки
Мышь Logitech RX250 Optical Mouse Grey;440 руб.;есть
Мышь Logitech RX250 Optical Mouse Black;570 руб.;есть
Мышь Logitech G5 Laser Mouse;2400 руб.;остатки
Мышь Logitech LS1 Laser Mouse Berry;910 руб.;есть
Мышь Logitech LS1 Laser Mouse Aqua Blue;910 руб.;есть
Мышь Logitech Mini Mouse Optical;680 руб.;есть
Мышь Logitech B105 Portable Mouse;530 руб.;есть
Мышь Logitech Optical Wheel Mouse USB;380 руб.;есть
Мышь Logitech Optical Wheel Mouse PS/2;580 руб.;есть
Мышь Logitech Trackman Marble;900 руб.;остатки
Мышь Logitech LS1 Laser Mouse Pink;810 руб.;есть
Мышь Logitech LS1 Laser Mouse Red;770 руб.;есть
Мышь Проводная Notebook Optical Mini Mouse;1370 руб.;предзаказ
Мышь Беспроводная Sony VGP-BMS5P/P;2109 руб.;есть
Мышь Беспроводная Sony VGP-BMS5P/W;2109 руб.;есть
Мышь Беспроводная Sony VGP-BMS33/B для всех серий;4340 руб.;остатки
Мышь Беспроводная Sony VGP-WMS20/B для всех серий;3330 руб.;остатки
Мышь Беспроводная Sony VGP-BMS33/H для всех серий;3663 руб.;предзаказ
Мышь Беспроводная Sony VGP-BMS33/NJ для всех серий;4280 руб.;предзаказ
Мышь Беспроводная Sony VGP-BMS33/R для всех серий;4340 руб.;есть
Мышь Беспроводная Sony VGP-BMS33/N для всех серий;4340 руб.;остатки
Мышь Беспроводная Sony VGP-BMS5P/B для всех серий;2980 руб.;есть
Мышь Беспроводная Sony VGP-BMS5P/R для всех серий;2980 руб.;есть
Мышь Toshiba PA3573E-1ETA для всех серий;1990 руб.;остатки
Мышь Toshiba PA3570E-1ETA для всех серий;790 руб.;остатки
Мышь Toshiba PA3571E-1ETA для всех серий;690 руб.;остатки
Мышь Toshiba PA3571U-1ETA для всех серий;860 руб.;предзаказ
Мышь Беспроводная S26381-K413-L100 WI500;1500 руб.;предзаказ
Мышь Проводная Lenovo USB Optical 31P7410 для всех серий;1010 руб.;есть
Мышь Проводная Lenovo USB Optical 06P4069 для всех серий;960 руб.;есть
512Mb SO-DIMM 667 Mhz;190 руб.;есть
512Mb SO-DIMM 333 Mhz;990 руб.;есть
1024Mb SO-DIMM 667 Mhz;690 руб.;есть
1024Mb HP EM994AA SO-DIMM 667 Mhz;1140 руб.;есть
1024Mb SO-DIMM 800 mhz;730 руб.;есть
1024Mb SO-DIMM DDR3 1066MHz;1250 руб.;есть
2048Mb SO-DIMM 667 Mhz;2900 руб.;остатки
2048Mb SO-DIMM 800 Mhz;1150 руб.;есть
2048Mb SO-DIMM DDR3 1066MHz;1650 руб.;остатки
Сумка HP AM863AA Basic Backpack 15'', цвет: черный;1406 руб.;предзаказ
"Сумка HP HP RR314AA для моделей до 15"" включительно 15'', цвет: Чёрный";1990 руб.;есть
Сумка HP Basic Carrying Case AJ078AA 15'', цвет: черный;3000 руб.;предзаказ
Сумка Continent CC892 17'', цвет: Черный;2190 руб.;есть
Сумка Dicota D-N 12238 17'', цвет: Черный;1820 руб.;остатки
Сумка Sumdex PON-303BK 17'', цвет: Черный;2150 руб.;есть
"Сумка 15'' Toshiba Backpack PX1417E-1NCA для 15"" Satellite и Qosmio F20 15'', цвет: Черный";3280 руб.;остатки
Сумка 15'' Toshiba для переноски Value Edition PX1411E-1NCA для Satellite серий L300, A300, A300D, L300D, U300, U400, A200, A210, L40, 15'', цвет: Черный;37360 руб.;остатки
Сумка 15'' Toshiba Orange PX1308E-1NCA для Satellite L300, L300D, L40, A200, A210, A300, U300, U400, Port?g? R500 15'', цвет: Оранжевый;3920 руб.;предзаказ
Сумка 15'' Toshiba Blue Ocean PX1307E-1NCA для Satellite L300, L300D, L40, A200, A210, A300, U300, U400, Port?g? R500 15'', цвет: Синий;2800 руб.;предзаказ
Сумка 15'' Toshiba EasyGuard Lady Carry Case PX1421E-1NCA для Port?g? серий M700, R400, R500, Satellite Pro серий U400, Satellit 15'', цвет: Черный;4700 руб.;остатки
Сумка 15'' Toshiba Рюкзак EasyGuard PX1420E-1NCA для Port?g? серий M700, R400, R500, Satellite Pro серий U400, L300,Satellite сер 15'', цвет: Черный;5120 руб.;остатки
Сумка 15'' Toshiba Lemon PX1310E-1NCA для Port?g? серия R400, Satellite серии A200 15'', цвет: Желтый;2800 руб.;предзаказ
Сумка 15'' Toshiba PX1328E-1NCA для Port?g? серий M700, R400, R500, Satellite Pro серий U400, Satellite серий A300, A300D, L300D, 15'', цвет: Коричневый;6900 руб.;остатки
Сумка 15'' Toshiba Carry Case Value Toploader Edition PX1414E-1NCA для Port?g? серий M700, R400, R500, Satellite Pro серий U300, 17'', цвет: Черный;2710 руб.;предзаказ
Сумка 15'' Toshiba PX1413E-1NCA для Port?g? серий M700, R400, R500, Satellite Pro серий U400, Satellite серий A300, A300D, L300D, 15'', цвет: Черный;1420 руб.;есть
Сумка 15'' Toshiba Кожаная PX1186E-1NCA для Port?g? серий M700, R400, R500, Satellite Pro серий U400, L300, Satellite серий A300, 15'', цвет: Черный;3650 руб.;остатки
Сумка Fujitsu-Siemens S26391-F119-L61 Prestige case maxi 15'', цвет: Черный;2220 руб.;предзаказ
Сумка Fujitsu-Siemens S26391-F2584-L200 Portfolio case 15'', цвет: Чёрный;4100 руб.;есть
Сумка Fujitsu-Siemens S26391-F119-L60 Prestige case midi 15'', цвет: Чёрный;1990 руб.;остатки
Сумка Fujitsu-Siemens S26391-F119-L77 Supreme case Folio 15'', цвет: Чёрный;3980 руб.;есть
Сумка Fujitsu-Siemens S26391-F119-L70 Supreme case midi 15'', цвет: Чёрный;4230 руб.;есть
Сумка Fujitsu-Siemens S26391-F119-L71 Supreme case maxi 15'', цвет: Черный;3100 руб.;предзаказ
Сумка P9.0514C.T01 Notebook Bag TimeLine 13'', цвет: черный;1073 руб.;предзаказ
Сумка Samsonite 56L*09*302 15'', цвет: Черный;12080 руб.;предзаказ
Сумка Samsonite 56L*09*306 15'', цвет: Черный;8520 руб.;остатки
Сумка Continent CC01 15'', цвет: Черный;1000 руб.;остатки
Сумка Sumdex PON-302 15'', цвет: Черный;1290 руб.;есть
Сумка Targus T-TBC002 15'', цвет: Черный;790 руб.;есть
Сумка Continent CC03 15'', цвет: Черный;1290 руб.;есть
Сумка Dicota D-N12228P 15'', цвет: Черный;1450 руб.;предзаказ
Сумка Dicota 15.4, полиэстер, черный, D-N14538P 15'', цвет: Черный;2000 руб.;остатки
Сумка Targus CN31 15'', цвет: Серый;1450 руб.;предзаказ
Сумка Sumdex PON-358BK 15'', цвет: Черный;890 руб.;есть
Сумка PortCase KCB-09 15'', цвет: Чёрный;1200 руб.;предзаказ
Сумка PortCase KCB-01 15'', цвет: Черный;1380 руб.;есть
"Сумка Continent CC02Grey для всех ноутбуков до 15,4"" 15'', цвет: Чёрно-серый";990 руб.;есть
"Сумка Sony VGP-CVTT1 11"", цвет: черный";3478 руб.;предзаказ
"Сумка Sony VGP-CP11 для серий TZ, TX 11"", цвет: Черный";3140 руб.;предзаказ
"Сумка Sony VGP-CVT1 VAIO Leather Carrying Cover для серии TZ 11"", цвет: Темно-коричневый";7560 руб.;предзаказ
Сумка Sony VGP-CKC2/L VAIO Bag Blue для серии CR 15'', цвет: Синий;3880 руб.;предзаказ
Сумка Sony VGP-CKC2/P VAIO Bag Pink для серии CR 15'', цвет: Розовый;4760 руб.;предзаказ
"Сумка Sony VGP-CKTZ1 VAIO Slip Cover для серии TZ 11"", цвет: Светло-серый";4370 руб.;предзаказ
"Сумка Sony VGP-CKTZ2 VAIO Leather Case для серии TZ 11"", цвет: Черный";11090 руб.;предзаказ
Сумка Sony VGP-CKTZ3/B VAIO Leather Case для серий TZ, TX 15'', цвет: Чёрный;5750 руб.;есть
Сумка Sony VGP-CP12 VAIO Carrying Pouch для серии FZ 14'', цвет: Белый;4220 руб.;предзаказ
Сумка Sony VGP-CKSR1 кейс VAIO , цвет: черный;2300 руб.;предзаказ
Сумка Sony VAIO VGP-CKN1/S Чехол для серии NS , цвет: серебристый;2800 руб.;предзаказ
Сумка Sony VGP-CKTZ2/N кожаный кейс VAIO для серий TZ, TX, T , цвет: бежевый;5050 руб.;предзаказ
Сумка Sony VGP-CKC3/P для серии CS 14'', цвет: розовый;2109 руб.;предзаказ
Сумка Sony VGP-CKC3/R для серии CS 14'', цвет: красный;2109 руб.;предзаказ
Сумка Sony VGP-CKC3/T для серии CS 14'', цвет: Карамель;2109 руб.;есть
Сумка Sony VGP-CKC3/W для серии CS 14'', цвет: белый;2109 руб.;предзаказ
Сумка Sony VGP-CKC2/R для серии CR 14'', цвет: Красный;4370 руб.;предзаказ
Сумка Sony VGP-CKC3/BJ для серии CS 14'', цвет: черный;2109 руб.;предзаказ
Сумка Sony VGP-EMBMDC01 VAIO Mandarina Duck Case для серий SZ, CR 14'', цвет: Черный;15270 руб.;предзаказ
Сумка Sony VGP-EMBMDH01 VAIO Mandarina Duck Case для серий SZ, CR 14'', цвет: Черный;14650 руб.;предзаказ
Сумка Sony VGP-CP14 VAIO Carrying Pouch для серий TZ, SZ 14'', цвет: Черный;5010 руб.;предзаказ
Сумка Sony VGPE-MBTLV01 14'', цвет: серый;2300 руб.;предзаказ
Сумка Sony VGP-EMBTLV02 заплечная сумка VAIO 14'', цвет: коричневый;2930 руб.;остатки
Сумка HP HP GD405AA Deluxe Roller для для всех моделей НР 17'', цвет: Чёрный;4220 руб.;предзаказ
Сумка HP HP RR316AA Executive Leather для Compaq 530, 550, 2510p, 2710p, 6510b, 6530b, 6710b, 6715b, 6830s, 6910p, 8510p, 8710w, nc2400, 17'', цвет: Чёрный;3190 руб.;есть
Сумка HP HP RR317AA Deluxe Nylon Backpack для всех моделей НР 17'', цвет: Чёрный;3280 руб.;остатки
Сумка HP RR315AA Universal Nylon 17'', цвет: черный;1813 руб.;предзаказ
"Сумка Fujitsu-Siemens S26391-F119-L81 case Slim для серий LIFEBOOK P7230, P7120 11"", цвет: Чёрный";1420 руб.;есть
Сумка Hama Napoli C6 19'', цвет: Черный;2990 руб.;предзаказ
Сумка Targus TCT013EUv1 13'', цвет: Черный;1450 руб.;есть
"Сумка Sony VGP-CP20 16"", цвет: черный";1073 руб.;есть
Сумка P9.0514C.A28 Smart Carry NYLON Case 15'', цвет: темно-серый;1147 руб.;предзаказ
Сумка P9.0514C.T03 Notebook Bag TimeLine 15'', цвет: черный;1073 руб.;предзаказ
Сумка Lenovo ThinkPad 41U5062 Ultraportable Case для всех серий 13'', цвет: Чёрный;2480 руб.;есть
Сумка Sony Сумка Sony VAIO VGP-EMBT02 15'', цвет: черный;2886 руб.;есть
